Character 1,Character 2,Character 3,Character 4
Raiden,Tartaglia,TravelerDendro,Zhongli
Raiden,Tartaglia,Yae,Zhongli
Raiden,TravelerDendro,Xiangling,Zhongli
Raiden,TravelerDendro,Xingqiu,Zhongli
Raiden,TravelerDendro,Yae,Zhongli
Raiden,TravelerDendro,Yelan,Zhongli
Raiden,TravelerGeo,Xiangling,Zhongli
Raiden,TravelerGeo,Xiao,Zhongli
Raiden,TravelerGeo,Xingqiu,Zhongli
Raiden,TravelerGeo,Yae,Zhongli
Raiden,TravelerGeo,Yelan,Zhongli
Raiden,Venti,Xiangling,Zhongli
Raiden,Venti,Xingqiu,Zhongli
Raiden,Venti,Yae,Zhongli
Raiden,Venti,Yelan,Zhongli
Raiden,Xiangling,Xingqiu,Zhongli
Raiden,Xiangling,Yae,Zhongli
Raiden,Xiangling,Yelan,Zhongli
Raiden,Xiao,Yelan,Zhongli
Raiden,Xingqiu,Yae,Zhongli
Raiden,Xingqiu,Yelan,Zhongli
Raiden,Yae,Yelan,Zhongli
Rosaria,Shenhe,TravelerGeo,Zhongli
Rosaria,Shenhe,Yun Jin,Zhongli
Rosaria,Xingqiu,Yae,Zhongli
Rosaria,Yae,Yelan,Zhongli
Sara,Sucrose,Yae,Zhongli
Sara,Venti,Yae,Zhongli
Sayu,Sucrose,Xiao,Zhongli
Sayu,Thoma,Xiao,Zhongli
Sayu,TravelerGeo,Xiao,Zhongli
Sayu,Xiangling,Xiao,Zhongli
Sayu,Xiao,Xingqiu,Zhongli
Sayu,Xiao,Yelan,Zhongli
Sayu,Xingqiu,Yanfei,Zhongli
Shenhe,Xingqiu,Yae,Zhongli
Shenhe,Yae,Yelan,Zhongli
Shinobu,Xingqiu,Yanfei,Zhongli
Sucrose,Tartaglia,Xingqiu,Zhongli
Sucrose,Tartaglia,Yelan,Zhongli
Sucrose,Thoma,Xiao,Zhongli
Sucrose,TravelerGeo,Xiao,Zhongli
Sucrose,Venti,Xiao,Zhongli
Sucrose,Xiao,Xingqiu,Zhongli
Sucrose,Xiao,Yelan,Zhongli
Sucrose,Yanfei,Yelan,Zhongli
Tartaglia,TravelerDendro,Xingqiu,Zhongli
Tartaglia,TravelerDendro,Yae,Zhongli
Tartaglia,TravelerDendro,Yelan,Zhongli
Tartaglia,Venti,Xingqiu,Zhongli
Tartaglia,Venti,Yelan,Zhongli
Tartaglia,Xingqiu,Yelan,Zhongli
Tartaglia,Xingqiu,Yun Jin,Zhongli
Tartaglia,Yelan,Yun Jin,Zhongli
TravelerDendro,Yae,Yelan,Zhongli
Venti,Yanfei,Yelan,Zhongli
Xingqiu,Yanfei,Yelan,Zhongli
